Working_Year,Designation,Experience,Employment_Status,Salary_In_Rupees,Employee_Location,Company_Location,Company_Size,Remote_Working_Ratio
2022,Data Engineer,SE,FT,"1,23,33,273.00",US,US,M,100
2022,Machine Learning Engineer,MI,FT,"98,93,115.00",GB,GB,M,0
2022,Machine Learning Engineer,MI,FT,"78,10,383.00",GB,GB,M,0
2022,AI Scientist,MI,FT,"95,48,340.00",US,US,M,0
2022,Data Analyst,SE,FT,"89,83,397.00",US,US,M,100
2022,Data Analyst,SE,FT,"71,86,717.00",US,US,M,100
2022,Data Analytics Manager,SE,FT,"1,15,37,578.00",US,US,M,100
2022,Data Analytics Manager,SE,FT,"83,86,625.00",US,US,M,100
2022,Machine Learning Engineer,MI,FT,"69,96,705.00",FR,DE,M,100
2022,Data Engineer,MI,FT,"93,72,412.00",GB,GB,M,0
2022,Data Scientist,SE,FT,"1,71,31,313.00",US,US,L,100
2022,Data Scientist,SE,FT,"1,25,87,895.00",US,US,L,100
2022,Data Engineer,SE,FT,"1,66,37,982.00",US,US,L,100
2022,Data Engineer,SE,FT,"1,23,01,445.00",US,US,L,100
2022,Data Analyst,SE,FT,"92,24,810.00",US,US,M,0
2022,Data Analyst,SE,FT,"64,98,123.00",US,US,M,0
2022,Data Engineer,SE,FT,"1,39,24,663.00",US,US,M,100
2022,Data Engineer,MI,FT,"78,10,383.00",GB,GB,M,0
2022,Data Analyst,MI,FT,"46,15,031.00",US,US,S,0
2022,Data Engineer,SE,FT,"1,46,08,960.00",US,US,L,100
2022,Data Analyst,MI,FT,"41,65,543.00",GB,GB,M,100
2022,Data Scientist,SE,FT,"1,43,22,510.00",US,US,M,100
2022,Data Scientist,MI,FT,"57,27,572.00",GB,GB,M,0
2022,Data Scientist,MI,FT,"36,44,840.00",GB,GB,M,0
2022,Data Engineer,MI,FT,"52,47,529.00",GR,GR,M,100
2022,Data Engineer,MI,FT,"39,35,587.00",GR,GR,M,100
2022,Data Engineer,MI,FT,"62,48,275.00",GB,GB,M,100
2022,Data Engineer,MI,FT,"46,86,166.00",GB,GB,M,100
2022,Data Scientist,SE,FT,"2,06,88,070.00",US,US,M,100
2022,Data Science Engineer,SE,FT,"47,74,170.00",AR,MX,L,100
2022,Data Engineer,MI,FT,"50,84,491.00",US,US,M,0
2022,Machine Learning Scientist,MI,FT,"1,27,31,120.00",US,US,L,100
2022,Machine Learning Scientist,MI,FT,"89,35,655.00",US,US,L,100
2022,Data Science Manager,MI,FT,"1,91,76,250.00",US,US,M,100
2022,Data Science Manager,MI,FT,"1,26,51,551.00",US,US,M,100
2022,Data Scientist,SE,FT,"1,43,22,510.00",US,US,M,0
2022,Data Scientist,SE,FT,"63,65,560.00",US,US,M,0
2022,Data Engineer,MI,FT,"65,96,312.00",US,US,M,0
2022,Data Engineer,SE,FT,"80,20,606.00",US,US,L,100
2022,Data Engineer,MI,FT,"39,35,587.00",ES,ES,M,100
2022,Data Scientist,SE,FT,"1,11,71,558.00",US,US,L,0
2022,Data Analyst,MI,FT,"31,24,137.00",GB,GB,M,100
2022,Data Analyst,MI,FT,"34,98,353.00",ES,ES,M,100
2022,Data Analyst,MI,FT,"26,23,725.00",ES,ES,M,100
2022,Data Engineer,MI,FT,"69,96,705.00",ES,ES,M,100
2022,Data Engineer,MI,FT,"61,22,077.00",ES,ES,M,100
2022,Data Engineer,MI,FT,"83,31,086.00",GB,GB,M,100
2022,Data Engineer,MI,FT,"72,89,680.00",GB,GB,M,100
2022,Data Engineer,MI,FT,"52,47,529.00",ES,ES,M,100
2022,Data Engineer,MI,FT,"69,96,705.00",GR,GR,M,100
2022,Machine Learning Engineer,SE,FT,"1,50,90,356.00",US,US,M,0
2022,Machine Learning Engineer,SE,FT,"1,31,28,649.00",US,US,M,0
2022,Data Analyst,MI,FT,"34,98,353.00",GR,GR,M,100
2022,Data Analyst,MI,FT,"26,23,725.00",GR,GR,M,100
2022,Data Engineer,MI,FT,"78,10,383.00",GB,GB,M,100
2022,Data Engineer,MI,FT,"62,48,275.00",GB,GB,M,100
2022,Data Scientist,SE,FT,"1,71,31,313.00",US,US,L,0
2022,Data Engineer,MI,FT,"61,22,077.00",GR,GR,M,100
2022,Data Engineer,SE,FT,"1,66,37,982.00",US,US,L,100
2022,Data Engineer,SE,FT,"1,23,01,445.00",US,US,L,100
2022,Data Engineer,SE,FT,"1,43,22,510.00",US,US,M,100
2022,ML Engineer,EN,FT,"17,49,176.00",PT,PT,L,100
2022,Data Engineer,SE,FT,"63,65,560.00",US,US,M,100
2022,Machine Learning Developer,MI,FT,"62,69,360.00",CA,CA,M,100
2022,Director of Data Science,EX,FT,"1,56,73,521.00",CA,CA,L,50
2022,Machine Learning Engineer,MI,FT,"95,48,340.00",US,US,S,100
2022,Computer Vision Engineer,EN,FT,"99,46,188.00",US,US,M,0
2022,NLP Engineer,MI,FT,"29,62,850.00",US,US,L,50
2022,Data Engineer,SE,FT,"83,54,798.00",US,US,M,100
2022,Lead Machine Learning Engineer,SE,FT,"69,96,705.00",DE,DE,M,0
2022,Business Data Analyst,MI,FT,"14,67,421.00",IN,IN,M,100
2022,Data Scientist,MI,FT,"25,15,590.00",IN,IN,L,100
2022,Machine Learning Infrastructure Engineer,MI,FT,"46,35,321.00",PT,PT,L,50
2022,Financial Data Analyst,EN,FT,"79,56,950.00",US,US,L,50
2022,Data Engineer,MI,PT,"43,72,901.00",DE,DE,L,50
2022,Data Scientist,EN,FT,"14,67,421.00",IN,IN,M,100
2022,Principal Data Scientist,SE,FT,"1,29,43,889.00",DE,DE,M,100
2022,Data Engineer,EN,FT,"95,48,340.00",US,US,M,100
2022,Research Scientist,SE,FT,"1,14,58,008.00",US,US,L,50
2022,Data Scientist,SE,FT,"83,46,045.00",US,US,M,100
2022,Data Engineer,SE,FT,"79,56,950.00",US,US,M,100
2022,Data Scientist,SE,FT,"1,11,39,730.00",US,US,M,100
2022,Data Analyst,MI,FT,"1,07,41,883.00",US,US,M,100
2022,Data Analyst,MI,FT,"39,78,475.00",US,US,M,100
2022,Data Scientist,SE,FT,"1,75,05,290.00",US,US,M,100
2022,Data Scientist,SE,FT,"1,11,39,730.00",US,US,M,100
2022,Data Scientist,MI,FT,"1,45,79,360.00",GB,GB,M,0
2022,Data Scientist,MI,FT,"72,89,680.00",GB,GB,M,0
2022,Data Scientist,SE,FT,"1,47,28,314.00",US,US,M,100
2022,Machine Learning Engineer,SE,FT,"1,75,05,290.00",US,US,M,100
2022,Data Scientist,MI,FT,"1,59,13,900.00",US,US,M,100
2022,Data Scientist,MI,FT,"95,48,340.00",US,US,M,100
2022,Machine Learning Engineer,SE,FT,"95,48,340.00",AE,AE,S,100
2022,Machine Learning Engineer,SE,FT,"51,72,018.00",AE,AE,S,100
2022,Data Engineer,EX,FT,"2,57,80,518.00",US,US,M,100
2022,Data Engineer,EX,FT,"1,71,87,012.00",US,US,M,100
2022,Data Engineer,SE,FT,"1,67,09,595.00",US,US,M,100
2022,Machine Learning Engineer,SE,FT,"95,48,340.00",US,US,M,100
2022,Data Scientist,SE,FT,"1,83,00,985.00",US,US,M,100
2022,Data Scientist,EN,PT,"79,56,950.00",DZ,DZ,M,50
2022,Data Scientist,MI,FL,"79,56,950.00",CA,US,M,100
2022,Applied Machine Learning Scientist,EN,CT,"25,36,278.00",TN,CZ,M,100
2022,Head of Data,SE,FT,"1,59,13,900.00",MY,US,M,100
2022,Principal Data Analyst,MI,FT,"59,67,713.00",CA,CA,S,100
2022,Data Scientist,MI,FT,"28,31,879.00",PL,PL,L,100
2022,Machine Learning Developer,SE,FT,"62,69,360.00",CA,CA,M,100
2022,Data Scientist,SE,FT,"79,56,950.00",BR,US,M,100
2022,Machine Learning Scientist,MI,FT,"1,21,74,134.00",US,US,M,50
2022,Data Engineer,EN,FT,"46,17,816.00",PK,DE,M,100
2022,Data Scientist,SE,FT,"1,31,28,968.00",US,US,M,100
2022,Research Scientist,SE,FT,"74,33,940.00",FR,FR,L,50
2022,Data Scientist,EN,FT,"41,69,124.00",CA,CA,L,100
2022,Machine Learning Engineer,SE,FT,"49,85,109.00",NL,NL,L,100
2022,Head of Data,MI,FT,"26,23,725.00",EE,EE,S,100
2022,Data Scientist,EN,FT,"31,82,780.00",JP,MY,L,100
2022,Machine Learning Engineer,MI,FT,"69,56,364.00",AU,AU,L,100
2022,Data Engineer,SE,FT,"91,50,493.00",US,US,M,100
2022,Data Scientist,EN,FT,"68,98,914.00",AU,AU,M,50
2022,Applied Machine Learning Scientist,MI,FT,"59,67,713.00",BO,US,L,100
2022,Research Scientist,MI,FT,"51,60,003.00",AT,AT,L,0
2022,Research Scientist,EN,FT,"95,48,340.00",US,US,L,100
2022,Applied Data Scientist,MI,FT,"1,24,92,412.00",US,US,L,100
2022,Computer Vision Software Engineer,EN,FT,"1,19,35,425.00",AU,AU,S,100
2022,Business Data Analyst,MI,FT,"56,42,432.00",CA,CA,L,50
2022,Data Engineer,EN,FT,"51,72,018.00",US,US,S,100
2022,Machine Learning Engineer,SE,FT,"56,84,763.00",IE,IE,S,100
2022,Data Analytics Engineer,EN,FT,"15,91,390.00",PK,PK,M,0
2022,Data Scientist,MI,FT,"38,19,336.00",RU,US,S,100
2022,Data Science Manager,SE,FT,"1,21,34,349.00",US,US,M,100
2022,Data Engineer,MI,FT,"54,22,423.00",FR,FR,M,100
2022,Data Scientist,MI,FT,"97,35,010.00",CH,CH,L,0
2022,Applied Data Scientist,SE,FT,"3,02,36,410.00",US,US,L,100
2022,Data Scientist,MI,FT,"55,17,031.00",CA,CA,M,100
2022,Computer Vision Engineer,EN,FT,"7,95,695.00",PT,LU,M,100
2022,Data Analyst,MI,FT,"15,91,390.00",GR,GR,S,100
2022,Data Analytics Lead,SE,FT,"3,22,25,648.00",US,US,L,100
2022,Data Scientist,MI,FT,"1,07,41,883.00",US,US,L,100
2022,Applied Data Scientist,SE,FT,"1,40,83,802.00",US,US,L,100
2022,Data Scientist,MI,FT,"62,06,421.00",US,US,M,100
2022,Data Analyst,SE,FT,"1,07,41,883.00",US,US,M,100
2022,Data Analyst,SE,FT,"79,56,950.00",US,US,M,100
2022,Data Analyst,SE,FT,"71,86,717.00",US,US,M,100
2022,Data Analyst,MI,FT,"67,63,408.00",CA,CA,M,0
2022,Data Analyst,MI,FT,"59,67,713.00",CA,CA,M,0
2022,Machine Learning Engineer,SE,FT,"1,70,27,873.00",US,US,M,100
2022,Machine Learning Engineer,SE,FT,"1,53,25,086.00",US,US,M,100
2022,Data Architect,SE,FT,"2,11,97,315.00",US,US,M,100
2022,Data Architect,SE,FT,"1,69,57,852.00",US,US,M,100
2022,Data Analyst,SE,FT,"89,83,397.00",US,US,M,100
2022,Data Engineer,SE,FT,"1,23,33,273.00",US,US,M,100
2022,Data Scientist,MI,FT,"1,12,43,170.00",US,US,M,0
2022,Data Scientist,MI,FT,"81,24,046.00",US,US,M,0
2022,Data Analyst,SE,FT,"92,24,810.00",US,US,M,100
2022,Data Analyst,SE,FT,"64,98,123.00",US,US,M,100
2022,Data Engineer,MI,FT,"1,64,46,936.00",US,US,M,0
2022,Data Engineer,MI,FT,"78,85,337.00",US,US,M,0
2022,Data Engineer,SE,FT,"1,03,44,035.00",US,US,M,100
2022,Data Engineer,SE,FT,"91,50,493.00",US,US,M,100
2022,Data Engineer,SE,FT,"87,92,430.00",US,US,M,100
2022,Data Engineer,SE,FT,"1,03,44,035.00",US,US,M,100
2022,Data Analyst,SE,FT,"78,81,359.00",US,US,M,100
2022,Data Engineer,SE,FT,"1,27,31,120.00",US,US,M,100
2022,Data Scientist,SE,FT,"1,63,35,618.00",US,US,L,0
2022,Data Scientist,SE,FT,"1,11,71,558.00",US,US,L,0
2022,Data Scientist,SE,FT,"1,40,04,232.00",US,US,M,100
2022,Data Scientist,SE,FT,"1,14,58,008.00",US,US,M,100
2022,Data Engineer,SE,FT,"1,59,21,857.00",US,US,M,100
2022,Data Engineer,SE,FT,"1,27,31,120.00",US,US,M,100
2022,Data Engineer,SE,FT,"1,15,37,578.00",US,US,M,100
2022,Data Engineer,SE,FT,"56,09,650.00",US,US,M,0
2022,Data Scientist,SE,FT,"1,63,35,618.00",US,US,M,0
2022,Data Scientist,SE,FT,"1,11,71,558.00",US,US,M,0
2022,Analytics Engineer,SE,FT,"1,63,35,618.00",US,US,M,0
2022,Analytics Engineer,SE,FT,"1,46,96,487.00",US,US,M,0
2022,Data Engineer,SE,FT,"1,39,32,619.00",US,US,M,100
2022,Data Engineer,SE,FT,"1,11,59,622.00",US,US,M,100
2022,Data Analyst,SE,FT,"92,41,997.00",US,US,M,100
2022,Data Engineer,SE,FT,"42,96,753.00",US,US,M,0
2022,Data Analyst,SE,FT,"1,35,26,815.00",US,US,M,100
2022,Data Analyst,MI,FT,"52,06,869.00",GB,GB,M,0
2022,Data Analyst,SE,FT,"63,65,560.00",US,US,M,100
2022,Data Scientist,SE,FT,"1,11,39,730.00",US,US,M,100
2022,Data Scientist,SE,FT,"1,67,09,595.00",US,US,M,100
2022,Data Scientist,SE,FT,"1,11,39,730.00",US,US,M,100
2022,Data Analyst,SE,FT,"79,56,950.00",US,US,M,100
2022,Data Analyst,SE,FT,"54,90,296.00",US,US,M,100
2022,Data Scientist,SE,FT,"1,67,09,595.00",US,US,M,100
2022,Data Scientist,SE,FT,"1,11,39,730.00",US,US,M,100
2022,Data Scientist,SE,FT,"1,67,09,595.00",US,US,M,100
2022,Data Analyst,SE,FT,"1,19,41,393.00",US,US,M,100
2022,Data Engineer,SE,FT,"79,56,950.00",US,US,M,100
2022,Data Engineer,SE,FT,"19,89,238.00",US,US,M,100
2022,Data Analyst,SE,FT,"1,00,65,542.00",US,US,M,100
2022,Data Analyst,SE,FT,"84,55,055.00",US,US,M,100
2022,Data Engineer,SE,FT,"1,75,14,043.00",US,US,M,100
2022,Data Engineer,SE,FT,"1,27,37,486.00",US,US,M,100
2022,Data Analyst,SE,FT,"83,54,798.00",US,US,M,100
2022,Data Analyst,SE,FT,"88,26,247.00",US,US,M,100
2022,Data Analyst,MI,FT,"36,44,840.00",GB,GB,M,0
2022,Data Scientist,SE,FT,"1,11,39,730.00",US,US,M,100
2022,Data Analyst,SE,FT,"78,77,381.00",US,US,M,0
2022,Data Analyst,SE,FT,"47,74,170.00",US,US,M,100
2022,Data Architect,SE,FT,"1,53,22,221.00",US,US,M,100
2022,Data Architect,SE,FT,"1,15,25,960.00",US,US,M,100
2022,Data Scientist,SE,FT,"1,83,00,985.00",US,US,M,100
2022,Data Scientist,SE,FT,"1,19,35,425.00",US,US,M,100
2022,Data Analytics Manager,SE,FT,"1,19,56,113.00",US,US,M,100
2022,Data Analytics Manager,SE,FT,"86,95,355.00",US,US,M,100
2022,Data Scientist,SE,FT,"1,67,09,595.00",US,US,M,100
2022,Data Analyst,SE,FT,"1,35,26,815.00",US,US,M,100
2022,Data Scientist,MI,FT,"1,27,31,120.00",US,US,M,100
2022,Data Scientist,MI,FT,"1,03,44,035.00",US,US,M,100
2022,Data Analyst,EN,FT,"53,31,157.00",CA,CA,M,0
2022,Data Analyst,EN,FT,"41,37,614.00",CA,CA,M,0
2022,Data Engineer,SE,FT,"1,22,53,703.00",US,US,M,100
